Date,SentimentSum
2023-04-30,0.4767
2023-04-24,0.4391
2023-04-21,0.3096
2023-04-19,-0.5574
2023-04-18,0.4215
2023-04-17,0.2628
2023-04-13,-0.4019
2023-03-28,-0.1027
2023-03-25,0.1779
2023-03-16,0.0339
2023-03-12,0.34
2023-03-10,0.5859
2023-02-28,0
2023-02-23,1.2846
2023-02-21,0.3182
2023-02-14,-0.6808
2023-02-10,0.6369
2023-02-05,-0.8316
2023-02-03,0.1149
2023-02-01,-0.4576
2023-01-31,-0.6369
2023-01-27,0.0854
2023-01-26,-0.296
2023-01-25,0.0772
2023-01-18,-0.4767
2023-01-17,0
2023-01-13,0.2732
2023-01-12,-0.1154
2023-01-11,0.7351
2023-01-07,0.4019
2023-01-05,0.5499
2023-01-04,-0.0724
2023-01-03,-0.7175
2022-12-26,0
2022-12-25,-0.5267
2022-12-23,0.128
2022-12-16,-0.7003
2022-12-09,-0.8074
2022-12-08,0
2022-12-07,0.6486
2022-12-05,-0.5719
2022-12-03,-0.09
2022-12-02,-0.7845
2022-12-01,0.2037
2022-11-30,-0.6597
2022-11-29,-0.4404
2022-11-28,0
2022-11-24,-0.5849
2022-11-23,-0.6249
2022-11-19,0.5994
2022-11-14,0.2023
2022-11-11,0.0772
2022-11-09,-0.7269
2022-11-08,-0.5029
2022-11-07,-0.8358
2022-11-03,-0.6124
2022-10-31,0.0516
2022-10-30,0.4019
2022-10-28,0.5106
2022-10-27,0.3818
2022-10-26,-0.3818
2022-10-24,0.2023
2022-10-23,-0.2023
2022-10-17,-0.4826
2022-10-13,0.1027
2022-10-09,-0.25
2022-10-06,-0.0772
2022-10-02,0.6486
2022-09-28,-0.2942
2022-09-26,0.1027
2022-09-23,0
2022-09-22,0.34
2022-09-21,0
2022-09-19,0.25
2022-09-16,0.8625
2022-09-12,-0.2732
2022-09-09,-0.3818
2022-09-07,0.5133
2022-09-05,0.6297
2022-09-02,1.1515
2022-08-24,0.8222
2022-08-22,0
2022-08-19,-0.5423
2022-08-18,0.5106
2022-08-16,0
2022-08-15,0.6908
2022-08-09,0.128
2022-08-04,0.4588
2022-07-28,0.2911
2022-07-27,0.3188
2022-07-24,0.2732
2022-07-13,-0.4767
2022-07-04,0.1027
2022-06-30,0
2022-06-23,0.872
2022-06-19,0.6705
2022-06-15,-0.4939
2022-06-14,-0.6311
2022-06-10,0.4869
2022-06-09,0.4396
2022-06-08,0.2075
2022-06-07,0.6054
2022-06-06,0.8016
2022-06-05,-0.3182
2022-06-01,0
2022-05-30,0.6705
2022-05-26,-1.528
2022-05-20,-0.1561
2022-05-18,-0.3818
2022-05-14,0.6756
2022-05-13,0.34
2022-05-11,0.6697
2022-05-06,-0.4767
2022-05-05,-0.2732
2022-05-03,0
2022-05-02,-0.5859
2022-04-29,-0.6249
2022-04-28,-1.0213
2022-04-25,0.9216
2022-03-29,0.7902
2022-03-23,0.875
2022-03-21,0.7579
2022-03-16,0.4404
2022-03-09,-0.1027
2022-03-08,0.5719
2022-03-02,0.34
2022-03-01,-0.5574
2022-02-27,0.5423
2022-02-22,0.4215
2022-02-17,1.0761
2022-02-16,0.4767
2022-02-14,0.6369
2022-02-08,0.4767
2022-02-04,0.7579
2022-02-03,0.25
2022-02-01,-0.296
2022-01-28,0.2317
2022-01-27,-1.1968
2022-01-26,-0.128
2022-01-24,0.3612
2022-01-20,-0.6355
2022-01-14,-0.1288
2022-01-11,0.1779
2022-01-07,1.1928
2022-01-03,-0.6467
2021-12-31,-0.4588
2021-12-29,-0.2732
2021-12-28,0.25
2021-12-23,0.0258
2021-12-22,-0.6369
2021-12-15,0
2021-12-14,-0.4404
2021-12-13,0
2021-12-09,-1.1087
2021-12-08,0.0516
2021-12-03,0.4215
2021-11-25,0.4005
2021-11-24,-0.0258
2021-11-23,-0.6705
2021-11-22,0
2021-11-17,0.9071
2021-11-10,0.128
2021-11-02,-0.9153
2021-11-01,0.9285
2021-10-31,-0.4019
2021-10-29,0.4795
2021-10-27,-0.8
2021-10-21,0.0919
2021-10-19,0
2021-10-18,0
2021-10-17,0.5106
2021-10-15,-0.7506
2021-10-13,-0.296
2021-10-08,-0.4767
2021-10-05,-0.7003
2021-10-03,-0.5709
2021-09-30,-0.0772
2021-09-24,-0.25
2021-09-21,0.2732
2021-09-20,0.9081
2021-09-18,-0.128
2021-09-17,-0.6808
2021-09-14,-0.6321
2021-09-13,0.1033
2021-09-12,-0.0129
2021-09-10,-0.0275
2021-09-08,0.2732
2021-09-07,-0.4019
2021-09-03,-1.2819
2021-09-02,-0.1159
2021-08-31,-0.4404
2021-08-27,1.1445
2021-08-09,-0.5719
2021-08-07,-0.6369
2021-08-06,0
2021-08-05,-0.6369
2021-07-30,0.2023
2021-07-29,-0.1901
2021-07-28,1.0086
2021-07-21,-0.765
2021-07-20,0.5267
2021-07-19,0.0516
2021-07-16,0.8442
2021-07-14,-0.128
2021-07-04,0.4019
2021-06-24,0.4767
2021-06-21,0.1779
2021-06-18,0.5267
2021-06-17,0.4767
2021-06-11,0
2021-06-07,-0.3818
2021-06-06,0.534
2021-05-28,0
2021-05-26,-0.1781
2021-05-25,0.4407
2021-05-24,-0.8555
2021-05-21,-0.4535
2021-05-19,-0.34
2021-05-05,0.5423
2021-05-03,-0.2263
2021-05-02,-0.4019
2021-04-30,0.3155
2021-04-28,0.3818
2021-04-27,-0.3059
2021-04-26,-0.6597
2021-04-22,0.4031
2021-04-21,-0.5423
2021-04-19,-0.5423
2021-04-12,-0.4404
2021-04-08,0.4404
2021-04-02,0.4019
2021-04-01,0
2021-03-31,0.34
2021-03-30,0.7003
2021-03-18,0.3832
2021-03-16,0.5106
2021-03-11,-0.3182
2021-03-04,-1.206
2021-02-23,-0.1779
2021-02-22,0.7129
2021-02-19,0
2021-02-17,-0.7597
2021-02-15,-0.3612
2021-02-12,0.4215
2021-02-10,0.5043
2021-02-09,-0.3182
2021-02-08,-0.0516
2021-02-02,-0.2732
2021-01-28,-0.2447
2021-01-26,0.7351
2021-01-20,-0.5423
2021-01-19,-0.1027
2021-01-17,-0.1779
2021-01-16,0.296
2021-01-14,0.4939
2021-01-10,-0.5267
2021-01-08,-0.5267
2021-01-06,-0.3182
2020-12-31,0.4019
2020-12-22,0
2020-12-20,-0.25
2020-12-18,-1.019
2020-12-16,0.5106
2020-12-01,1.1838
2020-11-27,0.1779
2020-11-23,0.1531
2020-11-20,0.2537
2020-11-18,-0.1027
2020-11-16,-0.5213
2020-11-12,0.6249
2020-11-11,-0.6808
2020-11-09,-0.0103
2020-11-05,1.3194
2020-11-04,-0.0772
2020-10-30,1.0124
2020-10-29,0.2705
2020-10-28,-0.408
2020-10-25,0.2023
2020-10-21,0.4215
2020-10-15,0
2020-10-14,-0.41
2020-10-13,1.0466
2020-10-10,0.25
2020-10-08,-0.1531
2020-10-07,0.25
2020-09-25,-1.549
2020-09-24,-0.3612
2020-09-23,0.2851
2020-09-16,0.3182
2020-09-15,0
2020-09-11,-0.5719
2020-09-08,-0.5859
2020-09-07,0.5544
2020-09-04,0.8039
2020-09-03,-0.4019
2020-09-01,-0.2686
2020-08-28,0.3074
2020-08-26,-1.1087
2020-08-25,-0.2144
2020-08-23,-0.765
2020-08-21,-1.1084
2020-08-20,0.2732
2020-08-19,0.4337
2020-08-18,-0.872
2020-08-14,-0.6945
2020-08-13,-0.4588
2020-08-10,0.5574
2020-08-07,-0.6908
2020-08-01,0.8924
2020-07-31,2.3381
2020-07-30,-0.447
2020-07-29,0.4279
2020-07-27,0
2020-07-26,0.296
2020-07-22,0.4398
2020-07-16,0.8666
2020-07-15,0.7988
2020-07-14,0.3091
2020-07-06,-0.4767
2020-07-03,0
2020-07-02,0
2020-07-01,-0.3182
2020-06-23,0.305
2020-06-22,-1.1449
2020-06-19,0.2023
2020-06-18,0.012
2020-06-16,-0.1027
2020-06-14,-0.1513
2020-06-09,-0.296
2020-06-05,-0.5431
2020-05-29,-0.25
2020-05-28,-0.8442
2020-05-27,-0.7184
2020-05-26,0.3818
2020-05-23,0
2020-05-21,0.5719
2020-05-18,-0.9081
2020-05-17,-0.4497
2020-05-16,-0.0516
2020-05-13,-0.3182
2020-05-11,0.1779
2020-05-10,0.0014
2020-05-08,0.3612
2020-05-06,0
2020-05-01,-0.1033
2020-04-30,0
2020-04-27,-0.0516
2020-04-24,0.5574
2020-04-21,-0.4767
2020-04-20,-0.296
2020-04-15,-0.128
2020-04-14,-0.1027
2020-04-10,-0.2382
2020-04-06,-0.296
2020-04-05,-0.296
2020-03-26,-0.296
2020-03-20,-0.7351
2020-03-16,0.0262
2020-03-14,-0.4215
2020-03-12,0.4215
2020-02-29,-0.0516
2020-02-26,0.6369
2020-02-21,-0.4588
2020-02-20,0.6369
2020-02-18,-0.2099
2020-02-17,-0.7021
2020-02-13,0.128
2020-02-12,0.2023
2020-02-11,0
2020-02-07,0.128
2020-02-05,0.4767
2020-02-04,0
2020-02-03,-0.6077
2020-02-01,0
2020-01-29,1.0502
2020-01-28,0.5859
2020-01-27,0.1027
2020-01-23,0.1137
2020-01-21,-0.743
2020-01-19,-0.0459
2020-01-17,-0.6124
2020-01-16,-1.2418
2020-01-15,0.6908
2020-01-14,0.4019
2020-01-10,0
2020-01-09,0.4391
2020-01-08,-1.6752
2020-01-04,0
2020-01-02,0.5663
2019-12-23,1.4269
2019-12-18,0.7003
2019-12-17,-0.6808
2019-12-16,-1.5784
2019-12-13,0.7184
2019-12-12,0.4767
2019-12-06,0.5448
2019-12-03,0.765
2019-12-02,0.0258
2019-11-22,-0.5423
2019-11-21,-0.8446
2019-11-15,0.488
2019-11-14,0.6478
2019-11-12,0
2019-11-11,0.0197
2019-11-10,0.3595
2019-11-08,0.6674
2019-11-07,0.7717
2019-11-06,0
2019-11-05,0
2019-11-02,-0.4404
2019-11-01,-0.4404
2019-10-31,0.1602
2019-10-30,-0.8066
2019-10-16,-0.1027
2019-10-15,0.5267
2019-10-12,0
2019-10-11,-0.5058
2019-10-10,-0.5994
2019-10-07,-0.3644
2019-10-04,0.4588
2019-10-02,0.474
2019-09-27,-0.7269
2019-09-24,0.34
2019-09-23,-0.3818
2019-09-20,0.0478
2019-09-17,-0.6369
2019-09-16,-0.1996
2019-09-13,-1.6641
2019-09-11,-0.6908
2019-09-10,-0.4404
2019-09-09,-0.25
2019-09-06,-0.5886
2019-09-04,-0.6369
2019-08-30,-0.3456
2019-08-29,0.0516
2019-08-28,-0.1779
2019-08-26,-0.4887
2019-08-22,0
2019-08-21,0.296
2019-08-20,0.34
2019-08-19,-0.3182
2019-08-16,0.128
2019-08-14,0.1045
2019-08-13,1.575
2019-08-09,0.5106
2019-08-08,-0.4215
2019-08-05,-0.7845
2019-08-02,-0.3604
2019-07-31,0.1876
2019-07-30,0.7269
2019-07-26,0.25
2019-07-25,0.4588
2019-07-24,0.4019
2019-06-30,-0.34
2019-06-28,1.734
2019-06-27,0.3435
2019-06-26,0.4522
2019-06-23,-0.5994
2019-06-21,0.3182
2019-06-20,-0.5859
2019-06-19,0.5719
2019-06-12,-0.5574
2019-06-10,-0.5574
2019-06-07,-0.4767
2019-06-05,0.296
2019-06-04,-0.7707
2019-06-03,0.3637
2019-05-31,-0.1531
2019-05-30,-0.4404
2019-05-29,-0.6808
2019-05-22,-0.5316
2019-05-14,-0.6705
2019-05-13,0.4215
2019-05-05,-0.4215
2019-05-03,-0.8979
2019-05-01,0.3182
